user_id,age,country,subscription_tier,monthly_spend,last_login_date,satisfaction_score,feedback_text,churned,latitude,longitude,static_column
user_16,39,USA,Premium,79.32106042416578,2023-10-26 20:15:42,5,It's okay for the price.,0,27.710115280648203,-97.72372706638659,constant_value
user_17,49,UK,Free,63.028117100174526,2023-02-24 00:17:20,1,I will definitely renew my subscription.,0,28.255338690524777,-123.80484164636704,constant_value
user_18,16,UK,Premium,16.861371329231968,2023-07-16 22:16:57,2,The new feature is fantastic!,0,27.12439134707178,-65.17606045008799,constant_value
user_19,38,UK,Basic,6.047827958122687,2023-11-10 15:28:14,1,Had some issues with payment processing.,0,25.474492551782845,-92.14964706232651,constant_value
user_20,35,Canada,Free,52.406895197025776,2023-10-07 09:21:18,1,"Amazing service, loved it!",0,39.56213174822022,-122.40421730668659,constant_value
user_21,24,Canada,Free,60.81806655895135,2023-03-22 00:01:52,2,Could be better.,0,34.646345827428775,-104.36401874320367,constant_value
user_22,33,USA,Free,54.818714392381985,2023-10-03 02:19:49,4,The UI is a bit confusing.,0,29.431362486102195,-108.14183972041029,constant_value
user_23,40,UK,Free,13.900621560447151,2023-03-14 02:14:56,5,Best product in the market.,0,32.888641253222346,-118.40795310829597,constant_value
user_24,31,Canada,Free,69.79517802485918,2023-01-28 08:16:10,5,I found a bug on the checkout page.,0,44.535296635806404,-74.95472231430367,constant_value
user_25,34,USA,Free,29.133902227372385,2023-10-07 19:32:25,4,Customer support was very helpful.,0,46.154166460582964,-105.25649888880929,constant_value
user_26,57,Canada,Free,55.33329454907922,2023-01-21 02:05:14,5,It's okay for the price.,0,44.44375241399999,-73.91305172971029,constant_value
user_27,37,Australia,Free,59.55821094888047,2023-08-14 21:50:37,2,I will definitely renew my subscription.,0,45.07116417986732,-118.17533899394884,constant_value
user_28,26,USA,Free,67.28196800336754,2023-04-24 15:01:30,2,The new feature is fantastic!,0,49.146817242053864,-108.92956193877774,constant_value
user_29,23,Canada,Premium,60.911784608460344,2023-03-26 14:10:32,2,Had some issues with payment processing.,0,45.75789229555204,-120.24029920018867,constant_value
user_30,41,Australia,Premium,33.685080564849756,2023-05-17 08:51:01,4,"Amazing service, loved it!",0,46.48001809387849,-87.86466013293139,constant_value
user_31,38,USA,Premium,0.0,2023-08-02 16:59:20,1,Could be better.,1,30.575960644493563,-97.73973861794722,constant_value
user_32,32,UK,Free,52.31272344494494,2023-12-23 22:21:48,5,The UI is a bit confusing.,0,35.29966985794969,-95.3512950413627,constant_value
user_33,32,USA,Free,44.10389447135327,2023-06-27 01:12:08,4,Best product in the market.,0,39.29175012594996,-76.42601158088522,constant_value
user_34,35,USA,Premium,75.25824507943318,2023-11-11 13:59:55,1,I found a bug on the checkout page.,0,40.73413961515972,-86.94248707589146,constant_value
user_35,19,UK,Free,65.02341144121381,2023-07-09 09:17:15,3,Customer support was very helpful.,0,32.52014150829558,-120.38681512173007,constant_value
user_36,35,Canada,Free,47.5799408980411,2023-09-12 16:28:01,5,It's okay for the price.,0,27.66879961506318,-119.85276192109043,constant_value
user_37,41,USA,Free,25.872142631892014,2023-09-05 09:12:22,2,I will definitely renew my subscription.,0,33.70197610067146,-112.19088043034193,constant_value
user_38,47,Australia,Premium,110.38687209936359,2023-04-08 08:22:10,1,The new feature is fantastic!,1,45.274546931594756,-124.80982079750011,constant_value
user_39,35,Canada,Free,91.64202562212404,2023-05-11 04:19:07,4,Had some issues with payment processing.,0,39.258779335256044,-108.3750832010805,constant_value
user_40,38,USA,Premium,96.03895465694916,2023-10-27 01:34:20,5,"Amazing service, loved it!",0,30.014727425563223,-76.98170880031793,constant_value
user_41,43,USA,Free,96.8435386432799,2023-06-29 13:35:39,2,Could be better.,0,49.34702330846596,-118.55900289199995,constant_value
user_42,30,USA,Free,59.73381333420622,2023-04-08 00:54:04,5,The UI is a bit confusing.,0,35.60613702359277,-105.08778418001928,constant_value
user_43,18,UK,Free,51.35605010663995,2023-04-17 14:12:36,5,Best product in the market.,1,26.099289622482775,-88.95745525618354,constant_value
user_44,49,Canada,Premium,64.75621588087589,2023-05-30 16:27:57,4,I found a bug on the checkout page.,0,25.15825406050615,-94.10950134790566,constant_value
user_45,26,USA,Premium,53.53087356085822,2023-05-13 13:13:10,1,Customer support was very helpful.,0,42.224111271416625,-97.66117145934616,constant_value
user_46,40,UK,Premium,107.94413777388787,2023-06-14 12:17:36,1,It's okay for the price.,0,38.140915347047006,-81.28591298052652,constant_value
user_47,22,UK,Free,41.39605205459446,2023-09-04 13:00:25,1,I will definitely renew my subscription.,0,38.03367333104257,-78.12498254740234,constant_value
user_48,42,Canada,Free,25.60243015100594,2023-04-09 04:41:21,5,The new feature is fantastic!,0,48.82098760542713,-112.323042293868,constant_value
user_49,36,USA,Free,40.74323796541205,2023-06-22 19:54:17,5,Had some issues with payment processing.,0,47.47211684861376,-103.12252911404637,constant_value
user_50,18,Australia,Free,77.5273893334522,2023-01-11 16:41:07,5,"Amazing service, loved it!",0,38.83256281925035,-90.37941346215736,constant_value
user_51,20,UK,Basic,52.400572770600036,2023-05-30 08:54:29,1,Could be better.,0,41.99369584947995,-70.90585395365953,constant_value
user_52,41,USA,Free,57.52601433345119,2023-01-09 04:10:51,2,The UI is a bit confusing.,0,47.76621307989247,-107.12741029631007,constant_value
user_53,43,UK,Free,30.081877111076988,2023-02-12 02:51:22,4,Best product in the market.,1,26.516648033239402,-66.60652970612072,constant_value
user_54,44,USA,Basic,57.01040958827465,2023-04-13 04:13:33,1,I found a bug on the checkout page.,0,47.872683302928934,-72.2194271729034,constant_value
user_55,38,Canada,Basic,64.34398709953089,2023-12-04 16:28:37,1,Customer support was very helpful.,0,39.93651706635497,-98.27271029313906,constant_value
user_56,40,USA,Premium,68.03669886960624,2023-10-17 08:23:16,5,It's okay for the price.,1,27.590556598567638,-103.23467047822922,constant_value
user_57,39,USA,Premium,110.6572181830804,2023-01-31 23:25:25,3,I will definitely renew my subscription.,0,26.4464342449238,-84.82880607221058,constant_value
user_58,38,UK,Free,56.363765582177926,2023-07-26 14:57:00,2,The new feature is fantastic!,0,32.643731216382825,-94.57818339180065,constant_value
user_59,33,Canada,Free,57.52290379803729,2023-10-07 23:57:57,1,Had some issues with payment processing.,0,32.23118269135782,-104.77937307777034,constant_value
user_60,51,USA,Premium,21.13471533239512,2023-12-24 16:11:56,2,"Amazing service, loved it!",0,35.82202123113631,-83.66064343999,constant_value
user_61,20,USA,Basic,37.418374222077944,2023-10-20 15:00:43,1,Could be better.,0,31.56975707650675,-111.12930116349486,constant_value
user_62,44,Australia,Basic,66.5085301181893,2023-04-29 04:36:42,1,The UI is a bit confusing.,1,42.66549168684399,-124.92604782577126,constant_value
user_63,34,USA,Premium,29.30673492098185,2023-02-03 10:21:34,1,Best product in the market.,0,39.66837062994313,-91.38497091324683,constant_value
user_64,35,Australia,Premium,39.69882699840313,2023-04-22 00:02:15,1,I found a bug on the checkout page.,0,28.723005538550595,-101.58608216740278,constant_value
user_65,39,USA,Premium,36.15532020754491,2023-12-26 09:33:35,2,Customer support was very helpful.,0,40.31227748968962,-112.93233052091851,constant_value
user_66,31,Canada,Free,55.09174363128105,2023-03-13 19:05:50,1,It's okay for the price.,0,43.432276948468996,-70.51627418219736,constant_value
user_67,46,Canada,Free,45.151365492810434,2023-08-26 15:36:04,4,I will definitely renew my subscription.,0,33.35971190537047,-121.34171901275492,constant_value
user_68,47,Canada,Premium,46.888798854850755,2023-02-22 19:47:52,4,The new feature is fantastic!,0,28.87162403576821,-76.84042680490724,constant_value
user_69,32,USA,Free,69.10937658367453,2023-05-24 00:06:43,5,Had some issues with payment processing.,0,42.07521997690467,-78.59721634590845,constant_value
user_70,29,USA,Premium,50.501610536372375,2023-01-21 14:39:28,4,"Amazing service, loved it!",0,45.897617300032664,-102.39195204062739,constant_value
user_71,38,USA,Free,77.24188742694713,2023-09-01 04:26:01,5,Could be better.,0,35.70096823232796,-113.57313675038327,constant_value
user_72,24,Canada,Free,49.455263531974225,2023-04-28 17:19:54,2,The UI is a bit confusing.,0,41.08397392916307,-92.93499988673499,constant_value
user_73,42,USA,Premium,56.990418948988626,2023-08-06 16:31:44,2,Best product in the market.,0,42.25048773863659,-112.18309877688853,constant_value
user_74,21,UK,Basic,95.03082991683112,2023-11-02 10:27:22,1,I found a bug on the checkout page.,0,43.199627451583794,-81.49635583980823,constant_value
user_75,27,USA,Premium,37.33105704375723,2023-04-13 06:57:16,4,Customer support was very helpful.,0,47.43626724796414,-73.04806197063951,constant_value
user_76,26,USA,Premium,88.01276428282053,2023-01-22 22:27:27,4,It's okay for the price.,0,36.16171901447992,-120.88420287163389,constant_value
user_77,46,USA,Free,0.0,2023-03-04 11:36:52,4,I will definitely renew my subscription.,0,35.58046694046443,-78.0646458058979,constant_value
user_78,39,USA,Free,78.55367590521591,2023-01-31 04:31:12,3,The new feature is fantastic!,0,40.0403226502887,-99.48629054557817,constant_value
user_79,43,USA,Premium,63.40293908364844,2023-05-06 03:24:26,2,Had some issues with payment processing.,0,28.215587344365343,-74.68444851021869,constant_value
user_80,42,USA,Free,71.29467082771636,2023-07-12 14:16:13,4,"Amazing service, loved it!",0,47.50662188982532,-99.3806392098186,constant_value
user_81,76,USA,Basic,56.24763302592749,2023-08-16 06:30:41,5,Could be better.,1,32.96796513508127,-72.86999446929283,constant_value
user_82,43,USA,Free,99.81561616274254,2023-11-09 08:39:38,4,The UI is a bit confusing.,1,34.53064991562189,-122.93201479706335,constant_value
user_83,27,USA,Free,63.896210277235944,2023-11-17 01:57:02,2,Best product in the market.,0,29.582060465888794,-106.08710134372316,constant_value
user_84,27,UK,Basic,22.80559711836212,2023-11-17 02:08:55,2,I found a bug on the checkout page.,0,25.381832607056296,-79.08259180430237,constant_value
user_85,38,USA,Free,57.97979783302715,2023-07-12 17:52:32,3,Customer support was very helpful.,1,48.088881041456915,-109.08867902235605,constant_value
user_86,43,USA,Free,54.711063321660376,2023-07-18 10:40:54,3,It's okay for the price.,0,30.40035097672938,-120.79940603284237,constant_value
user_87,26,Canada,Basic,33.49676761920809,2023-10-23 03:53:17,1,I will definitely renew my subscription.,0,31.356043493900533,-97.60652372707979,constant_value
user_88,32,UK,Premium,38.643519561276705,2023-02-23 19:35:50,3,The new feature is fantastic!,0,45.48887109316093,-94.07331603604588,constant_value
user_89,39,UK,Free,14.07580167575574,2023-09-29 09:29:08,3,Had some issues with payment processing.,0,47.10450107070112,-78.07172852066479,constant_value
user_90,19,Canada,Premium,12.67598194518101,2023-05-18 15:48:59,5,"Amazing service, loved it!",0,38.1503718585385,-88.65855286081522,constant_value
user_91,35,Canada,Free,17.71620727444901,2023-08-29 04:23:11,3,Could be better.,0,48.70207386699577,-67.95383538157361,constant_value
user_92,52,USA,Free,67.81060761283138,2023-04-10 00:07:19,2,The UI is a bit confusing.,0,42.860563444522654,-69.84752936937116,constant_value
user_93,53,UK,Premium,94.66795305567132,2023-03-30 04:39:24,5,Best product in the market.,0,37.89468791692909,-104.88089107441824,constant_value
user_94,40,UK,Premium,56.202559680678846,2023-08-03 09:40:23,4,I found a bug on the checkout page.,0,29.86240383316328,-81.46658050100713,constant_value
user_95,43,Canada,Free,25.72146668435842,2023-04-07 19:50:23,3,Customer support was very helpful.,0,43.0311274702862,-110.71021049919312,constant_value
user_96,41,Australia,Free,0.0,2023-09-25 23:10:19,4,It's okay for the price.,1,38.75591607488657,-75.36544398948615,constant_value
user_97,26,USA,Free,65.37757437609505,2023-04-23 13:21:45,1,I will definitely renew my subscription.,0,47.231606950357694,-71.96613363383346,constant_value
user_98,21,USA,Free,54.96090263509697,2023-02-18 06:09:11,5,The new feature is fantastic!,0,36.7025339525474,-66.05115954557651,constant_value
user_99,36,USA,Premium,65.6972896682897,2023-02-27 20:42:33,2,Had some issues with payment processing.,0,39.92302414611358,-112.06136753188169,constant_value
user_100,31,UK,Free,41.015832676536,2023-07-23 19:09:45,2,"Amazing service, loved it!",0,26.688652001928347,-100.52277723989097,constant_value
user_101,39,USA,Premium,64.4489530678017,2023-06-18 13:29:57,2,Could be better.,0,46.23273192432027,-69.90291114829004,constant_value
user_102,31,UK,Free,29.85827555334128,2023-03-29 16:22:48,3,The UI is a bit confusing.,1,46.157178545959134,-113.32571844021813,constant_value
user_103,26,USA,Premium,65.8339639512981,2023-02-21 19:44:15,1,Best product in the market.,0,27.123013854503977,-109.3958693632705,constant_value
user_104,23,UK,Free,55.01460467690451,2023-06-25 04:57:02,1,I found a bug on the checkout page.,0,26.838201521090955,-101.95863706000327,constant_value
user_105,41,USA,Free,72.23049726747223,2023-07-12 01:03:47,2,Customer support was very helpful.,0,34.17350793315066,-70.47810068190321,constant_value
user_106,22,USA,Free,66.49909694917548,2023-11-01 09:15:35,5,It's okay for the price.,0,34.07270494880612,-86.08002665987429,constant_value
user_107,28,USA,Free,71.04552859810808,2023-04-07 22:40:25,3,I will definitely renew my subscription.,0,35.14364701423427,-87.46256189804753,constant_value
user_108,29,USA,Free,63.765776002692505,2023-04-15 22:45:38,2,The new feature is fantastic!,0,47.794374468342404,-92.30523702895776,constant_value
user_109,23,Canada,Free,95.0442716403401,2023-08-09 21:47:11,4,Had some issues with payment processing.,0,40.0330349591807,-85.59621139098651,constant_value
user_110,44,UK,Free,45.71388424435714,2023-07-05 12:49:33,4,"Amazing service, loved it!",1,27.053730273596276,-78.60096683679899,constant_value
user_111,34,Canada,Free,16.19859623241363,2023-06-08 06:58:18,1,Could be better.,0,41.23227915970498,-84.39434755449578,constant_value
user_112,45,USA,Free,63.94269864837189,2023-09-15 10:01:52,4,The UI is a bit confusing.,0,41.9013206815828,-122.41509284963261,constant_value
user_113,36,USA,Premium,34.03732670412783,2023-12-07 14:39:56,2,Best product in the market.,0,37.69715632244322,-86.57863678895478,constant_value
user_114,36,USA,Premium,29.837374677071097,2023-03-12 22:30:50,3,I found a bug on the checkout page.,0,47.6402643638993,-75.01914180501116,constant_value
user_115,44,Canada,Free,59.72202832323153,2023-09-18 02:50:38,1,Customer support was very helpful.,1,28.60601546216803,-105.7648457057028,constant_value
user_116,50,USA,Premium,64.29230406901897,2023-02-04 15:17:45,3,It's okay for the price.,0,36.497157450755736,-66.46764168804214,constant_value
user_117,34,USA,Premium,5.747772837688819,2023-11-14 16:13:07,3,I will definitely renew my subscription.,0,41.364154710290386,-119.48727106039331,constant_value
user_118,48,UK,Free,0.0,2023-05-25 13:26:26,2,The new feature is fantastic!,1,43.60063855981256,-98.86534802335277,constant_value
user_119,52,USA,Premium,23.98502813493395,2023-01-22 12:13:47,3,Had some issues with payment processing.,1,48.53535506225698,-100.04807811690978,constant_value
user_120,66,USA,Free,40.52809952961125,2023-02-01 07:12:23,1,"Amazing service, loved it!",0,25.142806668154584,-88.57637696678233,constant_value
user_121,41,UK,Free,77.30904708953015,2023-12-18 06:25:11,4,Could be better.,0,45.540443717114805,-67.82651790976402,constant_value
user_122,37,USA,Free,54.70592333298792,2023-12-30 16:14:54,2,The UI is a bit confusing.,0,34.183333697124226,-95.72264120654548,constant_value
user_123,41,USA,Premium,29.04468669887689,2023-02-23 19:47:21,1,Best product in the market.,0,31.82110467886915,-89.20691388242578,constant_value
user_124,17,Canada,Premium,40.14981211764669,2023-03-20 21:11:03,2,I found a bug on the checkout page.,1,32.029821609368575,-107.34048403563801,constant_value
user_125,14,UK,Free,36.14316224437342,2023-05-08 11:47:20,1,Customer support was very helpful.,1,29.423695666809365,-85.63638555546662,constant_value
user_126,37,Canada,Free,62.67641149768585,2023-02-25 00:38:24,5,It's okay for the price.,0,30.361923060008404,-107.22931950337244,constant_value
user_127,44,Canada,Free,33.52299157926048,2023-05-28 13:59:08,2,I will definitely renew my subscription.,0,29.380707301369057,-108.50176704265282,constant_value
user_128,40,USA,Premium,79.54213931978714,2023-02-18 12:24:05,3,The new feature is fantastic!,0,34.42697858591537,-74.97453959171327,constant_value
user_129,31,Australia,Free,99.463177091013,2023-09-23 21:12:01,3,Had some issues with payment processing.,0,42.63765621113231,-103.53202895822847,constant_value
user_130,36,USA,Basic,32.955065048545336,2023-04-15 20:14:11,2,"Amazing service, loved it!",1,43.489970755528574,-86.72270589629231,constant_value
user_131,24,UK,Premium,46.09017975608865,2023-10-29 18:52:23,2,Could be better.,1,33.494944513254154,-70.32092033892992,constant_value
user_132,44,USA,Premium,38.985712091512006,2023-10-22 00:24:46,4,The UI is a bit confusing.,1,48.10511828718038,-118.99824348316254,constant_value
user_133,40,USA,Free,61.11818953797942,2023-06-26 04:30:24,2,Best product in the market.,1,43.368865029371705,-104.81934158234158,constant_value
user_134,32,USA,Basic,41.17032852818898,2023-01-29 13:44:44,5,I found a bug on the checkout page.,0,47.70234599226613,-95.70093315264768,constant_value
user_135,46,USA,Free,46.88468427804373,2023-05-11 17:22:14,4,Customer support was very helpful.,0,45.69135377806625,-107.42127700888985,constant_value
user_136,49,Australia,Free,7.594237191896974,2023-03-10 05:23:38,3,It's okay for the price.,1,48.04432689446443,-86.7382472874737,constant_value
user_137,45,Australia,Free,43.37177698507948,2023-10-02 11:22:09,2,I will definitely renew my subscription.,0,47.12359527733386,-117.21478707990254,constant_value
user_138,33,Australia,Free,38.837211065720076,2023-09-16 17:08:05,2,The new feature is fantastic!,1,40.64686061907198,-93.423224980381,constant_value
user_139,42,Canada,Basic,97.02483653005959,2023-12-08 15:09:29,5,Had some issues with payment processing.,0,33.51685395463877,-124.95241461372073,constant_value
user_140,37,USA,Premium,7.945274664673846,2023-08-03 20:35:57,3,"Amazing service, loved it!",0,34.428274437097464,-124.41182181523173,constant_value
user_141,27,Canada,Free,63.03718633852836,2023-05-02 05:24:33,5,Could be better.,1,25.953226769627676,-83.18695333797444,constant_value
user_142,30,USA,Free,60.74736373328679,2023-09-19 06:08:34,4,The UI is a bit confusing.,1,25.47758085263564,-84.48980055132601,constant_value
user_143,42,Canada,Premium,63.72257158238769,2023-07-02 01:47:47,4,Best product in the market.,1,47.22817974386945,-98.36227118771762,constant_value
user_144,40,Australia,Free,9.173155213011086,2023-03-24 09:16:38,2,I found a bug on the checkout page.,0,42.69630877742011,-105.59304797759958,constant_value
user_145,40,USA,Free,75.29567111973007,2023-01-11 01:11:30,4,Customer support was very helpful.,1,27.421850715964368,-121.02316646095426,constant_value
user_146,29,USA,Basic,60.85458073893479,2023-01-19 22:54:01,4,It's okay for the price.,0,48.61222453147873,-95.1397908728001,constant_value
user_147,28,USA,Premium,80.37577346422594,2023-10-28 21:03:00,4,I will definitely renew my subscription.,0,47.23638654216998,-115.32882988271291,constant_value
user_148,47,USA,Free,69.9222087894522,2023-08-13 12:15:00,5,The new feature is fantastic!,0,46.97977164726697,-67.67695244822363,constant_value
user_149,27,USA,Free,79.3555874873331,2023-02-24 14:04:58,3,Had some issues with payment processing.,0,47.038495248478625,-95.01240420834287,constant_value
user_150,40,UK,Free,23.141180158854414,2023-04-11 22:59:55,4,"Amazing service, loved it!",0,34.52325880993479,-84.21215107807123,constant_value
user_151,53,Canada,Premium,28.954535432186574,2023-07-08 23:38:32,2,Could be better.,0,38.77916255005352,-99.45007435529241,constant_value
user_152,45,Canada,Premium,70.67223273369476,2023-12-30 03:04:42,4,The UI is a bit confusing.,0,44.23581965855356,-113.21550270824724,constant_value
user_153,32,USA,Free,86.59845759042058,2023-04-15 16:17:09,3,Best product in the market.,0,28.92891247275974,-71.02591009172349,constant_value
user_154,35,USA,Free,72.86431378061276,2023-03-22 09:21:13,5,I found a bug on the checkout page.,0,28.339284904387355,-92.14415702552675,constant_value
user_155,30,Canada,Premium,9.074276306078833,2023-05-25 04:49:57,1,Customer support was very helpful.,0,45.37515030484748,-86.98068338936956,constant_value
user_156,23,USA,Premium,30.871291969565135,2023-10-17 13:33:18,1,It's okay for the price.,0,37.879860158298825,-104.6382148720182,constant_value
user_157,40,UK,Basic,26.376799863932632,2023-11-05 14:58:39,2,I will definitely renew my subscription.,0,47.24062494594317,-94.06623567037371,constant_value
user_158,15,UK,Free,66.58303874670139,2023-11-27 14:58:26,3,The new feature is fantastic!,0,48.124114803531896,-95.02840928889141,constant_value
user_159,38,USA,Premium,47.25981454042286,2023-07-05 03:53:36,1,Had some issues with payment processing.,0,43.04511675080755,-102.87798588477465,constant_value
user_160,26,USA,Free,87.17877426958347,2023-11-17 10:37:52,3,"Amazing service, loved it!",1,47.49250633016438,-65.66478498156256,constant_value
user_161,33,Canada,Free,94.20934747934791,2023-10-02 18:38:40,5,Could be better.,0,46.97061775166917,-103.83361319143457,constant_value
user_162,26,UK,Free,0.41237878399489336,2023-08-17 23:04:54,5,The UI is a bit confusing.,0,49.491107036845875,-123.79793453062561,constant_value
user_163,40,Canada,Basic,95.10994292918619,2023-12-17 02:40:48,5,Best product in the market.,0,27.39884799015585,-95.07488737030687,constant_value
user_164,37,Canada,Free,46.243592692286875,2023-11-21 17:30:38,1,I found a bug on the checkout page.,0,28.242925253066606,-66.36512982072236,constant_value
user_165,43,UK,Free,89.65043407436295,2023-11-20 11:52:48,2,Customer support was very helpful.,0,43.503793234292054,-110.17078737181089,constant_value
user_166,32,UK,Free,3.147584658815977,2023-03-22 01:36:09,5,It's okay for the price.,0,32.142017293100324,-77.98620472094947,constant_value
user_167,40,Canada,Premium,35.5072807708305,2023-09-02 02:21:29,2,I will definitely renew my subscription.,0,44.71240809433446,-101.59130867395972,constant_value
user_168,30,Canada,Free,26.22272717562596,2023-04-01 08:03:07,2,The new feature is fantastic!,0,44.16742480662909,-77.62670832816578,constant_value
user_169,43,USA,Premium,53.594844221051346,2023-03-11 07:23:17,4,Had some issues with payment processing.,1,44.92378806916782,-76.46219778635876,constant_value
user_170,27,USA,Free,63.08683488998123,2023-06-01 18:13:44,2,"Amazing service, loved it!",0,31.364320909164174,-94.5816376206054,constant_value
user_171,33,UK,Premium,36.23965231974982,2023-11-17 23:27:11,4,Could be better.,1,47.539749045740564,-68.6996751965664,constant_value
user_172,37,USA,Free,59.92645212307056,2023-12-24 04:03:09,4,The UI is a bit confusing.,0,30.66703184232801,-107.27195777058567,constant_value
user_173,44,USA,Free,1.81865868839296,2023-03-14 19:23:43,2,Best product in the market.,1,35.65023786063023,-88.76235733725643,constant_value
user_174,16,USA,Free,3.196750504211543,2023-05-01 04:10:17,5,I found a bug on the checkout page.,1,40.31363082467255,-120.0009782184775,constant_value
user_175,51,USA,Basic,46.2331331436275,2023-10-29 04:20:57,5,Customer support was very helpful.,0,47.17386076558573,-87.65955156674892,constant_value
user_176,23,Australia,Premium,63.73039723161701,2023-10-27 04:20:48,5,It's okay for the price.,0,36.653028959595765,-67.27685900328417,constant_value
user_177,20,USA,Premium,75.94366047526341,2023-12-29 13:31:37,2,I will definitely renew my subscription.,1,28.850309395868365,-66.44577946539181,constant_value
user_178,40,UK,Free,17.885465428127024,2023-12-26 14:18:06,2,The new feature is fantastic!,0,34.246197652473164,-78.97394988477828,constant_value
user_179,41,USA,Free,40.77305056875728,2023-10-28 00:02:24,2,Had some issues with payment processing.,0,35.951618452174436,-88.5503464022858,constant_value
user_180,32,USA,Free,41.05800315551386,2023-09-29 23:37:52,5,"Amazing service, loved it!",0,32.58081681165218,-114.94398571884786,constant_value
user_181,46,Australia,Free,47.870849336623664,2023-05-09 05:33:55,5,Could be better.,0,40.59418772319529,-88.41118267122287,constant_value
user_182,33,Canada,Premium,52.55359939779021,2023-04-16 19:37:53,1,The UI is a bit confusing.,1,39.683739273413984,-112.1452542074051,constant_value
user_183,35,Canada,Premium,61.10938246052547,2023-07-18 15:19:04,2,Best product in the market.,0,38.1669725455566,-71.35338009933338,constant_value
user_184,31,USA,Free,45.21387565582099,2023-08-27 06:16:49,4,I found a bug on the checkout page.,0,44.0285462758048,-97.57116745981654,constant_value
user_185,41,UK,Free,10.869132464404323,2023-06-11 22:09:13,5,Customer support was very helpful.,0,46.19298110893468,-69.52983744955685,constant_value
user_186,45,Canada,Premium,51.54065559620806,2023-03-21 01:44:51,5,It's okay for the price.,1,29.942758811230004,-92.5371503348939,constant_value
user_187,20,Canada,Free,0.0,2023-01-02 23:34:53,4,I will definitely renew my subscription.,1,40.10099061353311,-108.83403570533811,constant_value
user_188,31,UK,Free,34.59265015061393,2023-06-26 23:48:50,1,The new feature is fantastic!,1,27.154262612476373,-100.78287854215144,constant_value
user_189,34,USA,Free,71.17666750612013,2023-03-29 08:20:36,3,Had some issues with payment processing.,1,26.99655214678664,-87.81745350279965,constant_value
user_190,39,USA,Free,94.09487432740269,2023-02-03 08:32:16,4,"Amazing service, loved it!",1,26.127616711144867,-113.8938887620186,constant_value
user_191,37,Canada,Premium,83.26726655166013,2023-11-06 21:47:05,5,Could be better.,1,25.437194682707158,-74.09249296472981,constant_value
user_192,34,Canada,Free,28.410618925662007,2023-05-12 19:51:47,1,The UI is a bit confusing.,1,42.81271198588907,-123.18444666484604,constant_value
user_193,28,USA,Free,55.48589298155225,2023-11-08 16:47:09,1,Best product in the market.,0,45.22206510610277,-80.92782741317444,constant_value
user_194,31,Australia,Basic,82.384781458466,2023-08-10 10:37:52,4,I found a bug on the checkout page.,0,40.47398702565143,-120.42716160301345,constant_value
user_195,18,Canada,Premium,54.035619483074974,2023-01-30 11:51:22,4,Customer support was very helpful.,1,43.46353273603502,-113.39003964896298,constant_value
user_196,43,UK,Basic,56.38404683834734,2023-09-21 08:02:19,3,It's okay for the price.,0,37.34328108566514,-66.18099876986217,constant_value
